title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Green Book,23 janvier 2019,"Drame, Biopic",2h 10min,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie","Viggo Mortensen, Mahershala Ali, Linda Cardellini",None,U.S.A.,Metropolitan FilmExport,Box Office France,"['23 au 30 janvier 2019', '30 janvier au 6 février 2019']",288 777,247 197,"4,0","4,5",1391907
C’est mon homme,5 avril 2023,Drame,1h 27min,Guillaume Bureau,Guillaume Bureau,"Leïla Bekhti, Karim Leklou, Louise Bourgoin",None,France,Bac Films,Box Office France,"['05 au 12 avril 2023', '12 au 19 avril 2023']",24 890,13 155,"3,1","2,7",129019
The Gentlemen,5 février 2020,"Policier, Action",1h 53min,Guy Ritchie,Guy Ritchie,"Matthew McConaughey, Hugh Grant, Charlie Hunnam","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,SND,Box Office France,"['05 au 12 février 2020', '12 au 19 février 2020']",238 040,185 527,"3,5","4,1",878110
Whitney Houston: I Wanna Dance With Somebody,21 décembre 2022,"Biopic, Musical",2h 26min,Kasi Lemmons,Anthony McCarten,"Naomi Ackie, Stanley Tucci, Tamara Tunie",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['21 au 28 décembre 2022', '28 décembre 2022 au 4 janvier 2023']",64 834,61 105,"2,5","3,5",54633
The Bad Guys,6 avril 2022,"Animation, Comédie, Aventure, Famille",1h 40min,Pierre Perifel,"Etan Cohen, Hilary Winston","Pierre Niney, Sam Rockwell, Igor Gotesman",à partir de 6 ans (children's film),U.S.A.,Universal Pictures International France,Box Office France,"['06 au 13 avril 2022', '13 au 20 avril 2022']",259 472,176 979,"3,6","3,9",186985
Mission: Impossible - Rogue Nation,12 août 2015,"Action, Espionnage",2h 12min,Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg",None,U.S.A.,Paramount Pictures France,Box Office France,"['12 au 19 août 2015', '19 au 26 août 2015']",1 233 768,646 680,"3,7","3,9",851732
Avatar,16 décembre 2009,"Science fiction, Aventure",2h 42min,James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver",None,U.S.A.,The Walt Disney Company France,Box Office France,"['16 au 23 décembre 2009', '23 au 30 décembre 2009']",2 648 596,2 925 087,"4,3","4,3",4280602
La Baleine et l'escargote,21 octobre 2020,"Animation, Famille",0h 40min,Max Lang,"Daniel Snaddon, Max Lang, Suzanne Lang (II)","Colette Sodoyez, Diana Rigg, Maia Baran",à partir de 3 ans (children's film),Grande-Bretagne,Les Films du Préau,Box Office France,"['21 au 28 octobre 2020', '26 mai au 2 juin 2021']",40 156,12 035,"3,8","3,7",117096
Transformers: Rise Of The Beasts,7 juin 2023,"Action, Science fiction",2h 08min,Steven Caple Jr.,"Jon Hoeber, Erich Hoeber","Anthony Ramos, Dominique Fishback, Luna Lauren Velez",None,U.S.A.,Paramount Pictures France,Box Office France,"['07 au 14 juin 2023', '14 au 21 juin 2023']",451 052,227 256,"2,8","3,0",162592
Miraculous - le film,5 juillet 2023,"Animation, Action, Aventure, Comédie musicale",1h 39min,Jeremy Zag,"Jeremy Zag, Bettina López Mendoza","Anouck Hautbois, Benjamin Bollen, Antoine Tomé",à partir de 6 ans (children's film),France,SND,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",660 421,294 174,"2,7","2,7",183528
Luise,5 juillet 2023,"Drame, Historique, Romance",1h 39min,Matthias Luthardt,"Sebastian Bleyl, Matthias Luthardt","Luise Aschenbrenner, Christa Théret, Leonard Kunz",None,France,Pyramide Distribution,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",1 215,422,"2,8","2,8",83679
Alibi.com 2,8 février 2023,Comédie,1h 28min,Philippe Lacheau,"Philippe Lacheau, Pierre Lacheau","Philippe Lacheau, Élodie Fontan, Tarek Boudali",None,France,StudioCanal,Box Office France,"['01 au 8 février 2023', '08 au 15 février 2023']",81 100,1 017 788,"3,0","3,9",587346
Une nuit,5 juillet 2023,"Romance, Drame",1h 30min,Alex Lutz,"Alex Lutz, Karin Viard","Alex Lutz, Karin Viard, Jérôme Pouly",None,France,StudioCanal,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",58 679,31 934,"3,2","3,4",165192
Raiders of the Lost Ark,16 septembre 1981,"Aventure, Action",1h 56min,Steven Spielberg,"Philip Kaufman, Lawrence Kasdan","Harrison Ford, Karen Allen, Paul Freeman",à partir de 10 ans (children's film),U.S.A.,CIC,Box Office US,['07 au 10 septembre 2012'],1 673 731,None,"4,6","4,4",963904
X,2 novembre 2022,Epouvante-horreur,1h 45min,Ti West,Ti West,"Mia Goth, Jenna Ortega, Martin Henderson",Interdit aux moins de 16 ans,U.S.A.,Kinovista,Box Office France,"['02 au 9 novembre 2022', '09 au 16 novembre 2022']",31 224,12 023,"3,9","3,0",307904
Plancha,26 octobre 2022,Comédie,1h 38min,Eric Lavaine,"Eric Lavaine, Héctor Cabello Reyes","Lambert Wilson, Franck Dubosc, Guillaume De Tonquédec",None,France,StudioCanal,Box Office France,"['26 octobre au 2 novembre 2022', '02 au 9 novembre 2022']",271 193,145 563,"2,1","2,3",223757
Marcel The Shell With Shoes On,14 juin 2023,"Animation, Comédie, Famille",1h 30min,Dean Fleischer-Camp,"Dean Fleischer-Camp, Nick Paley","Jenny Slate, Dean Fleischer-Camp, Isabella Rossellini",None,U.S.A.,L'Atelier Distribution,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",7 514,4 259,"3,8","4,0",16784
Carmen,14 juin 2023,"Drame, Romance",1h 56min,Benjamin Millepied,"Benjamin Millepied, Loïc Barrère","Paul Mescal, Melissa Barrera, Rossy de Palma",None,Australie,Pathé,Box Office France,"['14 au 21 juin 2023', '21 au 28 juin 2023']",24 397,11 694,"2,5","3,4",17346
Mission Impossible - Fallout,1 août 2018,"Action, Espionnage",2h 28min,Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames",None,U.S.A.,Paramount Pictures France,Box Office France,"['01 au 8 août 2018', '08 au 15 août 2018']",1 169 669,695 528,"3,8","4,0",732995
Sauver ou périr,28 novembre 2018,Drame,1h 56min,Frédéric Tellier,"David Oelhoffen, Frédéric Tellier","Pierre Niney, Anaïs Demoustier, Chloé Stefani",None,France,Mars Films,Box Office France,"['28 novembre au 5 décembre 2018', '05 au 12 décembre 2018']",338 929,210 053,"3,3","4,1",906843
Toi non plus tu n'as rien vu,8 mars 2023,"Drame, Thriller, Judiciaire",1h 33min,Beatrice Pollet,Beatrice Pollet,"Maud Wyler, Géraldine Nakache, Grégoire Colin",None,France,Jour2fête,Box Office France,"['08 au 15 mars 2023', '15 au 22 mars 2023']",4 869,1 201,"3,0","3,3",98973
Cinderella,25 mars 2015,"Fantastique, Romance",1h 44min,Kenneth Branagh,Chris Weitz,"Lily James, Cate Blanchett, Richard Madden",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['25 mars au 1 avril 2015', '01 au 8 avril 2015']",636 418,369 136,"3,0","3,5",818007
Uncharted,16 février 2022,"Aventure, Action",1h 56min,Ruben Fleischer,"Rafe Judkins, Art Marcum","Tom Holland, Mark Wahlberg, Sophia Ali",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['16 au 23 février 2022', '23 février au 2 mars 2022']",955 650,551 715,"2,6","3,3",164244
Annie Colère,30 novembre 2022,Comédie dramatique,2h 00min,Blandine Lenoir,"Blandine Lenoir, Axelle Ropert","Laure Calamy, Zita Hanrot, India Hair",None,France,Diaphana Distribution,Box Office France,"['30 novembre au 7 décembre 2022', '07 au 14 décembre 2022']",68 373,38 078,"3,8","4,0",159874
The Boogeyman,31 mai 2023,"Epouvante-horreur, Thriller",1h 39min,Rob Savage,"Mark Heyman, Scott Beck","Chris Messina, Sophie Thatcher, Vivien Lyra Blair",Interdit aux moins de 12 ans,U.S.A.,The Walt Disney Company France,Box Office France,"['31 mai au 7 juin 2023', '07 au 14 juin 2023']",101 134,79 115,"3,2","2,7",55348
La Chambre des merveilles,15 mars 2023,Comédie dramatique,1h 38min,Lisa Azuelos,"Fabien Suarez, Juliette Sales","Alexandra Lamy, Muriel Robin, Hugo Questel",None,France,SND,Box Office France,"['15 au 22 mars 2023', '22 au 29 mars 2023']",298 308,117 724,"3,5","3,9",215080
Goutte d'or,1 mars 2023,Drame,1h 38min,Clément Cogitore,Clément Cogitore,"Karim Leklou, Jawad Outouia, Elyes Dkhissi","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Diaphana Distribution,Box Office France,"['01 au 8 mars 2023', '08 au 15 mars 2023']",27 639,16 273,"3,8","3,2",113489
The Meg,22 août 2018,"Thriller, Action",1h 54min,Jon Turteltaub,"Dean Georgaris, Jon Hoeber","Jason Statham, Bingbing Li, Rainn Wilson","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office France,"['22 au 29 août 2018', '29 août au 5 septembre 2018']",710 798,372 024,"2,3","2,5",986255
De Grandes espérances,22 mars 2023,Drame,1h 45min,Sylvain Desclous,"Sylvain Desclous, Pierre Erwan Guillaume","Rebecca Marder, Benjamin Lavernhe, Emmanuelle Bercot",None,France,The Jokers / Les Bookmakers,Box Office France,"['22 au 29 mars 2023', '29 mars au 5 avril 2023']",82 734,47 503,"3,6","3,8",168560
Pop Redemption,5 juin 2013,Comédie,1h 35min,Martin Le Gall,"Mark Eacersall, Martin Le Gall","Julien Doré, Grégory Gadebois, Jonathan Cohen",None,France,Gaumont Distribution,Box Office France,"['29 mai au 5 juin 2013', '05 au 12 juin 2013']",1 599,56 964,"2,6","2,9",824206
Gisaengchung,5 juin 2019,Thriller,2h 12min,Bong Joon Ho,"Bong Joon Ho, Jin Won Han","Song Kang-Ho, Woo-sik Choi, Park So-Dam","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Corée du Sud,The Jokers / Les Bookmakers,Box Office France,"['05 au 12 juin 2019', '12 au 19 juin 2019']",376 842,231 685,"4,8","4,5",1139828
Sisu,21 juin 2023,"Action, Guerre",1h 31min,Jalmari Helander,Jalmari Helander,"Jorma Tommila, Aksel Hennie, Jack Doolan",Interdit aux moins de 12 ans,Finlande,SND,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",44 625,25 000,"2,7","3,3",186820
Elemental,21 juin 2023,"Animation, Comédie, Famille",1h 42min,Peter Sohn,"John Hoberg, Kat Likkel","Adèle Exarchopoulos, Leah Lewis, Vincent Lacoste",à partir de 6 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",426 818,537 921,"3,5","3,9",105997
No Hard Feelings,21 juin 2023,Comédie,1h 43min,Gene Stupnitsky,"Gene Stupnitsky, John M. Phillips","Jennifer Lawrence, Andrew Barth Feldman, Laura Benanti",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",54 361,46 613,"3,0","3,1",77174
La Vie d'Adèle - Chapitres 1 et 2,9 octobre 2013,"Drame, Romance",2h 57min,Abdellatif Kechiche,"Abdellatif Kechiche, Ghalya Lacroix","Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche",Interdit aux moins de 12 ans avec avertissement,France,Wild Bunch Distribution,Box Office France,"['09 au 16 octobre 2013', '16 au 23 octobre 2013']",323 457,239 573,"4,6","3,6",1118139
Un homme idéal,18 mars 2015,Thriller,1h 37min,Yann Gozlan,"Yann Gozlan, Guillaume Lemans","Pierre Niney, Ana Girardot, André Marcon",None,France,Mars Films,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",337 525,168 994,"3,2","3,8",872602
Chien de la casse,19 avril 2023,Comédie dramatique,1h 33min,Jean-Baptiste Durand,Jean-Baptiste Durand,"Anthony Bajon, Raphaël Quenard, Galatea Bellugi",None,France,Bac Films,Box Office France,"['19 au 26 avril 2023', '26 avril au 3 mai 2023']",20 877,14 016,"3,7","4,1",40290
"Cléo, Melvil et moi",5 juillet 2023,Comédie dramatique,1h 13min,Arnaud Viard,Arnaud Viard,"Arnaud Viard, Marianne Denicourt, Romane Bohringer",None,France,Moonlight Films Distribution,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",1 849,352,"3,3","3,2",55913
Dune,15 septembre 2021,"Science fiction, Drame",2h 36min,Denis Villeneuve,"Jon Spaihts, Denis Villeneuve","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac",None,U.S.A.,Warner Bros. France,Box Office France,"['15 au 22 septembre 2021', '22 au 29 septembre 2021']",1 030 687,662 287,"4,0","4,3",590379
Memento,11 octobre 2000,Thriller,1h 56min,Christopher Nolan,"Christopher Nolan, Jonathan Nolan","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano",None,U.S.A.,Metropolitan FilmExport,Box Office US,"['09 au 12 mai 2001', '16 au 19 mai 2001']",1 200 000,1 200 000,"3,7","4,2",191084
Nos jours heureux,28 juin 2006,Comédie,1h 43min,Eric Toledano,"Olivier Nakache, Olivier Nakache, Eric Toledano","Jean-Paul Rouve, Marilou Berry, Omar Sy",à partir de 10 ans (children's film),France,SND,Box Office France,"['28 juin au 5 juillet 2006', '05 au 12 juillet 2006']",252 982,194 594,"3,4","3,9",696218
À l’abordage,21 juillet 2021,Comédie,1h 35min,Guillaume Brac,"Guillaume Brac, Catherine Paillé","Éric Nantchouang, Salif Cissé, Édouard Sulpice",None,France,Arte,Box Office France,"['21 au 28 juillet 2021', '28 juillet au 4 août 2021']",5 612,2 371,"3,9","3,8",58144
Mission: Impossible – Dead Reckoning Part One,12 juillet 2023,"Action, Espionnage, Aventure",2h 43min,Christopher McQuarrie,"Christopher McQuarrie, Erik Jendresen","Tom Cruise, Hayley Atwell, Ving Rhames",None,U.S.A.,Paramount Pictures France,Box Office France,"['12 au 19 juillet 2023', '14 au 17 juillet 2023']",930 141,None,"4,0","4,2",159986
La Cage Dorée,24 avril 2013,Comédie,1h 31min,Ruben Alves,"Ruben Alves, Jean-André Yerles","Rita Blanco, Joaquim de Almeida, Roland Giraud",None,Portugal,Pathé,Box Office France,"['24 avril au 1 mai 2013', '01 au 8 mai 2013']",288 750,243 837,"3,5","3,9",934514
Scream VI,8 mars 2023,Epouvante-horreur,2h 02min,Matt Bettinelli-Olpin,"Tyler Gillett, James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,Box Office France,"['08 au 15 mars 2023', '15 au 22 mars 2023']",464 821,372 605,"2,4","3,1",307904
Joker,9 octobre 2019,Drame,2h 02min,Todd Phillips,"Todd Phillips, Scott Silver","Joaquin Phoenix, Robert De Niro, Zazie Beetz",Interdit aux moins de 12 ans avec avertissement,U.S.A.,Warner Bros. France,Box Office France,"['09 au 16 octobre 2019', '16 au 23 octobre 2019']",1 576 425,1 228 940,"4,1","4,4",1095536
La Syndicaliste,1 mars 2023,"Thriller, Drame",2h 01min,Jean-Paul Salomé,"Fadette Drouard, Jean-Paul Salomé","Isabelle Huppert, Grégory Gadebois, Yvan Attal",None,France,Le Pacte,Box Office France,"['01 au 8 mars 2023', '08 au 15 mars 2023']",192 422,119 585,"3,3","3,9",182609
Mademoiselle Chambon,14 octobre 2009,"Drame, Romance",1h 41min,Stéphane Brizé,"Stéphane Brizé, Florence Vignon","Vincent Lindon, Sandrine Kiberlain, Aure Atika",None,France,Rezo Films,Box Office France,"['14 au 21 octobre 2009', '21 au 28 octobre 2009']",165 891,137 232,"3,7","3,2",290680
The Son,1 mars 2023,Drame,2h 03min,Florian Zeller,"Florian Zeller, Christopher Hampton","Hugh Jackman, Laura Dern, Vanessa Kirby",None,France,Orange Studio Distribution / UGC Distribution,Box Office France,"['01 au 8 mars 2023', '08 au 15 mars 2023']",102 272,61 377,"3,2","3,9",116466
No Time To Die,6 octobre 2021,"Action, Thriller, Espionnage",2h 43min,Cary Joji Fukunaga,"Neal Purvis, Robert Wade","Daniel Craig, Léa Seydoux, Rami Malek",None,U.S.A.,Universal Pictures International France,Box Office France,"['06 au 13 octobre 2021', '13 au 20 octobre 2021']",1 384 858,778 195,"3,1","3,7",525017
Babylon,18 janvier 2023,"Historique, Drame",3h 09min,Damien Chazelle,Damien Chazelle,"Brad Pitt, Margot Robbie, Diego Calva","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Paramount Pictures France,Box Office France,"['18 au 25 janvier 2023', '25 janvier au 1 février 2023']",508 796,347 316,"4,0","4,2",216480
Des mains en or,7 juin 2023,Comédie,1h 30min,Isabelle Mergault,"Isabelle Mergault, Jean-Pierre Hasson","Lambert Wilson, Josiane Balasko, Sylvie Testud",None,France,Zinc Film,Box Office France,"['07 au 14 juin 2023', '14 au 21 juin 2023']",109 081,67 275,"2,2","3,4",47253
Master Gardener,5 juillet 2023,"Drame, Thriller",1h 50min,Paul Schrader,Paul Schrader,"Joel Edgerton, Sigourney Weaver, Quintessa Swindell",None,U.S.A.,The Jokers / Les Bookmakers,Box Office France,"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",20 443,8 981,"3,5","3,1",9899
Knights Of The Zodiac,24 mai 2023,"Aventure, Action, Fantastique",1h 52min,Tomasz Baginski,"Kiel Murray, Josh Campbell"," Mackenyu, Famke Janssen, Sean Bean",None,Japon,Sony Pictures Releasing France,Box Office France,"['24 au 31 mai 2023', '31 mai au 7 juin 2023']",41 841,12 800,"1,5","1,6",69714
