title,release_date,genre,duration,director,producers,cast,press_eval,viewers_eval,age_limit,nationality,distributor,views,box_office_title,box_office_date,box_office_first_week,box_office_second_week
Annie Colère,30 novembre 2022,['Comédie dramatique'],2h 00min,Blandine Lenoir,"['Blandine Lenoir', 'Axelle Ropert']","['Laure Calamy', 'Zita Hanrot', 'India Hair']","3,8","4,0",,France,Diaphana Distribution,159857,['Box Office France'],"['30 novembre au 7 décembre 2022', '07 au 14 décembre 2022']",68 373,38 078
Cinderella,25 mars 2015,"['Fantastique', 'Romance']",1h 44min,Kenneth Branagh,['Chris Weitz'],"['Lily James', 'Cate Blanchett', 'Richard Madden']","3,0","3,5",à partir de 8 ans (children's film),U.S.A.,The Walt Disney Company France,818007,['Box Office France'],"['25 mars au 1 avril 2015', '01 au 8 avril 2015']",636 418,369 136
Goutte d'or,1 mars 2023,['Drame'],1h 38min,Clément Cogitore,['Clément Cogitore'],"['Karim Leklou', 'Jawad Outouia', 'Elyes Dkhissi']","3,8","3,2","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Diaphana Distribution,113471,['Box Office France'],"['01 au 8 mars 2023', '08 au 15 mars 2023']",27 639,16 273
The Bad Guys,6 avril 2022,"['Animation', 'Comédie', 'Aventure', 'Famille']",1h 40min,Pierre Perifel,"['Etan Cohen', 'Hilary Winston']","['Pierre Niney', 'Sam Rockwell', 'Igor Gotesman']","3,6","3,9",à partir de 6 ans (children's film),U.S.A.,Universal Pictures International France,186910,['Box Office France'],"['06 au 13 avril 2022', '13 au 20 avril 2022']",259 472,176 979
Master Gardener,5 juillet 2023,"['Drame', 'Thriller']",1h 50min,Paul Schrader,['Paul Schrader'],"['Joel Edgerton', 'Sigourney Weaver', 'Quintessa Swindell']","3,5","3,1",,U.S.A.,The Jokers / Les Bookmakers,9743,['Box Office France'],"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",20 443,8 981
The Super Mario Bros. Movie,5 avril 2023,"['Animation', 'Famille', 'Comédie']",1h 32min,Aaron Horvath,"['Michael Jelenic', 'Matthew Fogel']","['Pierre Tessier', 'Chris Pratt', 'Jérémie Covillault']","3,1","4,1",,U.S.A.,Universal Pictures International France,387715,['Box Office France'],"['05 au 12 avril 2023', '12 au 19 avril 2023']",1 866 914,1 536 566
J’irai mourir dans les Carpates,16 septembre 2020,"['Comédie', 'Thriller']",1h 36min,Antoine de Maximy,['Antoine de Maximy'],"['Antoine de Maximy', 'Alice Pol', 'Max Boublil']","2,5","3,7",,France,Apollo Films,153859,['Box Office France'],"['16 au 23 septembre 2020', '23 au 30 septembre 2020']",50 838,25 462
Indiana Jones and the Kingdom of the Crystal Skull,21 mai 2008,"['Aventure', 'Action']",2h 03min,Steven Spielberg,"['David Koepp', 'George Lucas']","['Harrison Ford', 'Shia LaBeouf', 'Karen Allen']","3,0","3,1",à partir de 10 ans (children's film),U.S.A.,Paramount Pictures France,2825542,['Box Office France'],"['21 au 28 mai 2008', '28 mai au 4 juin 2008']",1 674 041,1 007 135
La Guerre des Boutons,14 septembre 2011,"['Famille', 'Aventure']",1h 49min,Yann Samuell,['Yann Samuell'],"['Eric Elmosnino', 'Mathilde Seigner', 'Fred Testot']","2,6","3,1",à partir de 8 ans (children's film),France,UGC Distribution,2371273,['Box Office France'],"['14 au 21 septembre 2011', '21 au 28 septembre 2011']",635 321,282 620
L'Amour et les Forêts,24 mai 2023,"['Thriller', 'Drame']",1h 45min,Valérie Donzelli,"['Valérie Donzelli', 'Audrey Diwan']","['Virginie Efira', 'Melvil Poupaud', 'Dominique Reymond']","3,8","3,9","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",France,Diaphana Distribution,187008,['Box Office France'],"['24 au 31 mai 2023', '31 mai au 7 juin 2023']",220 327,139 160
Sparring,31 janvier 2018,['Drame'],1h 34min,Samuel Jouy,['Samuel Jouy'],"['Mathieu Kassovitz', 'Olivia Merilahti', ""Souleymane M'Baye""]","3,7","3,3",,France,EuropaCorp Distribution,184378,['Box Office France'],"['31 janvier au 7 février 2018', '07 au 14 février 2018']",24 464,6 107
Jeanne du Barry,16 mai 2023,"['Drame', 'Historique', 'Romance']",1h 56min, Maïwenn,"[' Maïwenn', 'Teddy Lussi-Modeste']","[' Maïwenn', 'Johnny Depp', 'Benjamin Lavernhe']","3,1","3,6",,France,Le Pacte,306893,['Box Office France'],"['10 au 17 mai 2023', '17 au 24 mai 2023']",45 029,356 152
Spider-Man: Across The Spider-Verse,31 mai 2023,"['Animation', 'Action', 'Fantastique', 'Aventure']",2h 21min,Joaquim Dos Santos,"['Kemp Powers', 'Justin Thompson', 'Phil Lord', 'Christopher Miller']","['Stéphane Bak', 'Shameik Moore', 'Shirine Boutella']","4,1","4,5",à partir de 8 ans (children's film),U.S.A.,Sony Pictures Releasing France,319508,['Box Office France'],"['31 mai au 7 juin 2023', '07 au 14 juin 2023']",550 808,390 802
Corsage,14 décembre 2022,"['Drame', 'Historique', 'Biopic']",1h 53min,Marie Kreutzer,['Marie Kreutzer'],"['Vicky Krieps', 'Florian Teichtmeister', 'Katharina Lorenz']","3,7","3,1",,Autriche,Ad Vitam,116127,['Box Office France'],"['14 au 21 décembre 2022', '21 au 28 décembre 2022']",35 145,17 271
Dune,15 septembre 2021,"['Science fiction', 'Drame']",2h 36min,Denis Villeneuve,"['Jon Spaihts', 'Denis Villeneuve']","['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac']","4,0","4,3",,U.S.A.,Warner Bros. France,590322,['Box Office France'],"['15 au 22 septembre 2021', '22 au 29 septembre 2021']",1 030 687,662 287
Pride and Prejudice,18 janvier 2006,"['Romance', 'Comédie']",2h 09min,Joe Wright,"['Deborah Moggach', 'Emma Thompson']","['Keira Knightley', 'Matthew Macfadyen', 'Rosamund Pike']","3,8","4,0",,U.S.A.,Mars Distribution,525261,['Box Office France'],"['18 au 25 janvier 2006', '25 janvier au 1 février 2006']",167 705,112 825
La Baleine et l'escargote,21 octobre 2020,"['Animation', 'Famille']",0h 40min,Max Lang,"['Daniel Snaddon', 'Max Lang', 'Suzanne Lang (II)']","['Colette Sodoyez', 'Diana Rigg', 'Maia Baran']","3,8","3,7",à partir de 3 ans (children's film),Grande-Bretagne,Les Films du Préau,116991,['Box Office France'],"['21 au 28 octobre 2020', '26 mai au 2 juin 2021']",40 156,12 035
Chien de la casse,19 avril 2023,['Comédie dramatique'],1h 33min,Jean-Baptiste Durand,['Jean-Baptiste Durand'],"['Anthony Bajon', 'Raphaël Quenard', 'Galatea Bellugi']","3,7","4,1",,France,Bac Films,40200,['Box Office France'],"['19 au 26 avril 2023', '26 avril au 3 mai 2023']",20 877,14 016
Antichrist,3 juin 2009,"['Thriller', 'Drame']",1h 50min,Lars von Trier,['Lars von Trier'],"['Willem Dafoe', 'Charlotte Gainsbourg', 'Storm Acheche Sahlstrøm']","2,2","2,3",Interdit aux moins de 18 ans,France,Les Films du Losange,906376,['Box Office France'],"['03 au 10 juin 2009', '10 au 17 juin 2009']",63 719,40 295
65 - la Terre d'avant,15 mars 2023,"['Science fiction', 'Thriller', 'Action']",1h 33min,Scott Beck,"['Bryan Woods', 'Scott Beck', 'Bryan Woods']","['Adam Driver', 'Ariana Greenblatt', 'Chloe Coleman']","2,0","2,0","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Sony Pictures Releasing France,66799,['Box Office France'],"['15 au 22 mars 2023', '22 au 29 mars 2023']",187 043,68 511
Transformers: Rise Of The Beasts,7 juin 2023,"['Action', 'Science fiction']",2h 08min,Steven Caple Jr.,"['Jon Hoeber', 'Erich Hoeber']","['Anthony Ramos', 'Dominique Fishback', 'Luna Lauren Velez']","2,8","3,0",,U.S.A.,Paramount Pictures France,162399,['Box Office France'],"['07 au 14 juin 2023', '14 au 21 juin 2023']",451 052,227 256
X,2 novembre 2022,['Epouvante-horreur'],1h 45min,Ti West,['Ti West'],"['Mia Goth', 'Jenna Ortega', 'Martin Henderson']","3,9","3,0",Interdit aux moins de 16 ans,U.S.A.,Kinovista,307895,['Box Office France'],"['02 au 9 novembre 2022', '09 au 16 novembre 2022']",31 224,12 023
Astérix et Obélix : L'Empire du milieu,1 février 2023,"['Aventure', 'Comédie']",1h 52min,Guillaume Canet,"['Guillaume Canet', 'Julien Hervé']","['Guillaume Canet', 'Gilles Lellouche', 'Marion Cotillard']","2,4","1,8",à partir de 8 ans (children's film),France,Pathé,413423,['Box Office France'],"['01 au 8 février 2023', '08 au 15 février 2023']",1 882 686,1 009 899
Luise,5 juillet 2023,"['Drame', 'Historique', 'Romance']",1h 39min,Matthias Luthardt,"['Sebastian Bleyl', 'Matthias Luthardt']","['Luise Aschenbrenner', 'Christa Théret', 'Leonard Kunz']","2,8","2,8",,France,Pyramide Distribution,83652,['Box Office France'],"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",1 215,422
La Cage Dorée,24 avril 2013,['Comédie'],1h 31min,Ruben Alves,"['Ruben Alves', 'Jean-André Yerles']","['Rita Blanco', 'Joaquim de Almeida', 'Roland Giraud']","3,5","3,9",,Portugal,Pathé,934514,['Box Office France'],"['24 avril au 1 mai 2013', '01 au 8 mai 2013']",288 750,243 837
Une nuit,5 juillet 2023,"['Romance', 'Drame']",1h 30min,Alex Lutz,"['Alex Lutz', 'Karin Viard']","['Alex Lutz', 'Karin Viard', 'Jérôme Pouly']","3,2","3,4",,France,StudioCanal,164504,['Box Office France'],"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",58 679,31 934
King Arthur: Legend Of The Sword,17 mai 2017,"['Action', 'Aventure', 'Fantastique']",2h 06min,Guy Ritchie,"['Joby Harold', 'Guy Ritchie']","['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law']","2,7","3,3",,U.S.A.,Warner Bros. France,660109,['Box Office France'],"['17 au 24 mai 2017', '24 au 31 mai 2017']",362 905,174 620
Where The Crawdads Sing,17 août 2022,"['Drame', 'Thriller']",2h 05min,Olivia Newman,['Lucy Alibar'],"['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson']","2,6","4,0",,U.S.A.,Sony Pictures Releasing France,115925,['Box Office France'],"['17 au 24 août 2022', '24 au 31 août 2022']",110 381,55 542
The Whale,8 mars 2023,['Drame'],1h 57min,Darren Aronofsky,['Samuel D. Hunter'],"['Brendan Fraser', 'Sadie Sink', 'Ty Simpkins']","3,2","4,1",,U.S.A.,ARP Sélection,249798,['Box Office France'],"['08 au 15 mars 2023', '15 au 22 mars 2023']",65 064,69 274
Raiders of the Lost Ark,16 septembre 1981,"['Aventure', 'Action']",1h 56min,Steven Spielberg,"['Philip Kaufman', 'Lawrence Kasdan']","['Harrison Ford', 'Karen Allen', 'Paul Freeman']","4,6","4,4",à partir de 10 ans (children's film),U.S.A.,CIC,963901,['Box Office US'],['07 au 10 septembre 2012'],1 673 731,
Inception,21 juillet 2010,"['Science fiction', 'Thriller']",2h 28min,Christopher Nolan,['Christopher Nolan'],"['Leonardo DiCaprio', 'Marion Cotillard', 'Elliot Page']","4,1","4,5",,U.S.A.,Warner Bros. France,3783086,['Box Office France'],"['21 au 28 juillet 2010', '28 juillet au 4 août 2010']",1 305 534,830 961
Black Adam,19 octobre 2022,"['Action', 'Fantastique', 'Aventure']",2h 05min,Jaume Collet-Serra,"['Adam Sztykiel', 'Rory Haines']","['Dwayne Johnson', 'Aldis Hodge', 'Pierce Brosnan']","2,1","2,8",,U.S.A.,Warner Bros. France,127892,['Box Office France'],"['19 au 26 octobre 2022', '26 octobre au 2 novembre 2022']",713 308,657 103
A Noiva,28 juin 2023,['Drame'],1h 21min,Sérgio Tréfaut,['Sérgio Tréfaut'],"['Joana Bernardo', 'Hugo Bentes', 'Lola Dueñas']","2,9","2,0",,Portugal,Alfama Films,2759,['Box Office France'],"['28 juin au 5 juillet 2023', '05 au 12 juillet 2023']",298,64
Un tour chez ma fille,16 juin 2021,['Comédie'],1h 29min,Eric Lavaine,"['Eric Lavaine', 'Héctor Cabello Reyes']","['Josiane Balasko', 'Mathilde Seigner', 'Jérôme Commandeur']","2,0","2,4",,France,Pathé,90465,['Box Office France'],"['16 au 23 juin 2021', '23 au 30 juin 2021']",146 389,108 672
Mission Impossible - Fallout,1 août 2018,"['Action', 'Espionnage']",2h 28min,Christopher McQuarrie,['Christopher McQuarrie'],"['Tom Cruise', 'Henry Cavill', 'Ving Rhames']","3,8","4,0",,U.S.A.,Paramount Pictures France,732954,['Box Office France'],"['01 au 8 août 2018', '08 au 15 août 2018']",1 169 669,695 528
The Batman,2 mars 2022,"['Action', 'Policier', 'Thriller']",2h 57min,Matt Reeves,"['Matt Reeves', 'Peter Craig']","['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano']","3,9","4,1","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,330855,['Box Office France'],"['02 au 9 mars 2022', '09 au 16 mars 2022']",1 165 588,635 144
Une belle course,21 septembre 2022,"['Comédie dramatique', 'Drame', 'Comédie']",1h 31min,Christian Carion,['Cyril Gely'],"['Line Renaud', 'Dany Boon', 'Alice Isaaz']","3,1","3,9",,France,Pathé,69290,['Box Office France'],"['21 au 28 septembre 2022', '28 septembre au 5 octobre 2022']",180 034,117 217
Mission: Impossible III,3 mai 2006,"['Action', 'Espionnage', 'Thriller']",2h 06min,J.J. Abrams,"['J.J. Abrams', 'Alex Kurtzman']","['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames']","3,3","3,3",,U.S.A.,United International Pictures (UIP),969916,['Box Office France'],"['03 au 10 mai 2006', '10 au 17 mai 2006']",996 860,414 202
The Meg,22 août 2018,"['Thriller', 'Action']",1h 54min,Jon Turteltaub,"['Dean Georgaris', 'Jon Hoeber']","['Jason Statham', 'Bingbing Li', 'Rainn Wilson']","2,3","2,5","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,986150,['Box Office France'],"['22 au 29 août 2018', '29 août au 5 septembre 2018']",710 798,372 024
La Nuit du verre d’eau,14 juin 2023,"['Drame', 'Romance']",1h 23min,Carlos Chahine,['Carlos Chahine'],"['Marilyne Naaman', 'Antoine Merheb Harb', 'Nathalie Baye']","2,6","3,6",,France,JHR Films / Jour2Fête,119121,['Box Office France'],"['14 au 21 juin 2023', '21 au 28 juin 2023']",12 657,7 364
Miraculous - le film,5 juillet 2023,"['Animation', 'Action', 'Aventure', 'Comédie musicale']",1h 39min,Jeremy Zag,"['Jeremy Zag', 'Bettina López Mendoza']","['Anouck Hautbois', 'Benjamin Bollen', 'Antoine Tomé']","2,7","2,7",à partir de 6 ans (children's film),France,SND,182272,['Box Office France'],"['05 au 12 juillet 2023', '12 au 19 juillet 2023']",660 421,294 174
Omar la fraise,24 mai 2023,['Drame'],1h 32min,Elias Belkeddar,"['Elias Belkeddar', 'Jérôme Pierrat']","['Reda Kateb', 'Benoît Magimel', 'Meriem Amiar']","3,4","2,9",,France,StudioCanal,189129,['Box Office France'],"['24 au 31 mai 2023', '31 mai au 7 juin 2023']",140 144,71 383
Nos jours heureux,28 juin 2006,['Comédie'],1h 43min,Eric Toledano,"['Olivier Nakache', 'Olivier Nakache', 'Eric Toledano']","['Jean-Paul Rouve', 'Marilou Berry', 'Omar Sy']","3,4","3,9",à partir de 10 ans (children's film),France,SND,696176,['Box Office France'],"['28 juin au 5 juillet 2006', '05 au 12 juillet 2006']",252 982,194 594
Le Processus de paix,14 juin 2023,"['Romance', 'Comédie dramatique']",1h 32min,Ilan Klipper,"['Ilan Klipper', 'Camille Chamoux']","['Camille Chamoux', 'Damien Bonnard', 'Ariane Ascaride']","3,6","2,6",,France,Le Pacte,151901,['Box Office France'],"['14 au 21 juin 2023', '21 au 28 juin 2023']",34 918,15 048
No Hard Feelings,21 juin 2023,['Comédie'],1h 43min,Gene Stupnitsky,"['Gene Stupnitsky', 'John M. Phillips']","['Jennifer Lawrence', 'Andrew Barth Feldman', 'Laura Benanti']","3,0","3,1",,U.S.A.,Sony Pictures Releasing France,77109,['Box Office France'],"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",54 361,46 613
Evil Dead Rise,19 avril 2023,"['Epouvante-horreur', 'Fantastique']",1h 37min,Lee Cronin,['Lee Cronin'],"['Lily Sullivan', 'Alyssa Sutherland', 'Morgan Davies']","3,1","2,9",Interdit aux moins de 16 ans,U.S.A.,Metropolitan FilmExport,118444,['Box Office France'],"['19 au 26 avril 2023', '26 avril au 3 mai 2023']",235 926,167 421
Plancha,26 octobre 2022,['Comédie'],1h 38min,Eric Lavaine,"['Eric Lavaine', 'Héctor Cabello Reyes']","['Lambert Wilson', 'Franck Dubosc', 'Guillaume De Tonquédec']","2,1","2,3",,France,StudioCanal,223723,['Box Office France'],"['26 octobre au 2 novembre 2022', '02 au 9 novembre 2022']",271 193,145 563
Scream VI,8 mars 2023,['Epouvante-horreur'],2h 02min,Matt Bettinelli-Olpin,"['Tyler Gillett', 'James Vanderbilt', 'Guy Busick']","['Melissa Barrera', 'Jenna Ortega', 'Courteney Cox']","2,4","3,1",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,307895,['Box Office France'],"['08 au 15 mars 2023', '15 au 22 mars 2023']",464 821,372 605
C'est tout pour moi,29 novembre 2017,['Comédie dramatique'],1h 43min,Nawell Madani,"['Ludovic Colbeau-Justin', 'Nawell Madani', 'Ali Boughéraba']","['Nawell Madani', 'François Berléand', 'Mimoun Benabderrahmane']","3,0","3,6",,France,UGC Distribution,692985,['Box Office France'],"['29 novembre au 6 décembre 2017', '06 au 13 décembre 2017']",250 306,149 871
Ant-Man and The Wasp: Quantumania,15 février 2023,"['Action', 'Aventure', 'Science fiction']",2h 01min,Peyton Reed,['Jeff Loveness'],"['Paul Rudd', 'Evangeline Lilly', 'Michael Douglas']","2,3","2,5",,U.S.A.,The Walt Disney Company France,281387,['Box Office France'],"['15 au 22 février 2023', '22 février au 1 mars 2023']",735 356,437 550
Whitney Houston: I Wanna Dance With Somebody,21 décembre 2022,"['Biopic', 'Musical']",2h 26min,Kasi Lemmons,['Anthony McCarten'],"['Naomi Ackie', 'Stanley Tucci', 'Tamara Tunie']","2,5","3,5",,U.S.A.,Sony Pictures Releasing France,54616,['Box Office France'],"['21 au 28 décembre 2022', '28 décembre 2022 au 4 janvier 2023']",64 834,61 105
Love Life,14 juin 2023,['Drame'],2h 04min,Kôji Fukada,['Kôji Fukada'],"['Fumino Kimura', 'Tomorowo Taguchi', 'Tetta Shimada']","3,7","3,8",,Japon,Art House,200720,['Box Office France'],"['14 au 21 juin 2023', '21 au 28 juin 2023']",34 071,21 218
Memento,11 octobre 2000,['Thriller'],1h 56min,Christopher Nolan,"['Christopher Nolan', 'Jonathan Nolan']","['Guy Pearce', 'Carrie-Anne Moss', 'Joe Pantoliano']","3,7","4,2",,U.S.A.,Metropolitan FilmExport,191073,['Box Office US'],"['09 au 12 mai 2001', '16 au 19 mai 2001']",1 200 000,1 200 000
De Grandes espérances,22 mars 2023,['Drame'],1h 45min,Sylvain Desclous,"['Sylvain Desclous', 'Pierre Erwan Guillaume']","['Rebecca Marder', 'Benjamin Lavernhe', 'Emmanuelle Bercot']","3,6","3,8",,France,The Jokers / Les Bookmakers,168445,['Box Office France'],"['22 au 29 mars 2023', '29 mars au 5 avril 2023']",82 734,47 503
Retour chez ma mère,1 juin 2016,['Comédie'],1h 31min,Eric Lavaine,"['Eric Lavaine', 'Héctor Cabello Reyes']","['Alexandra Lamy', 'Josiane Balasko', 'Mathilde Seigner']","2,9","3,0",,France,Pathé,979945,['Box Office France'],"['01 au 8 juin 2016', '08 au 15 juin 2016']",643 863,412 121
Harry Potter à l'école des sorciers,5 décembre 2001,"['Fantastique', 'Aventure', 'Famille']",2h 32min,Chris Columbus,['Steve Kloves'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","3,7","4,1",à partir de 10 ans (children's film),U.S.A.,Warner Bros. France,2067920,['Box Office France'],"['05 au 12 décembre 2001', '12 au 19 décembre 2001']",2 316 734,1 597 958
Sage-Homme,15 mars 2023,['Comédie dramatique'],1h 40min,Jennifer Devoldere,"['Jennifer Devoldere', 'Cécile Sellam']","['Karin Viard', 'Melvin Boomer', 'Steve Tientcheu']","3,6","4,0",,France,Warner Bros. France,97114,['Box Office France'],"['15 au 22 mars 2023', '22 au 29 mars 2023']",279 606,130 618
Kurak Günler,26 avril 2023,"['Drame', 'Thriller']",2h 08min,Emin Alper,['Emin Alper'],"['Selahattin Paşalı', 'Ekin Koç', 'Erol Babaoğlu']","3,7","3,9",,Turquie,Memento Distribution,133557,['Box Office France'],"['26 avril au 3 mai 2023', '03 au 10 mai 2023']",45 633,32 190
Elemental,21 juin 2023,"['Animation', 'Comédie', 'Famille']",1h 42min,Peter Sohn,"['John Hoberg', 'Kat Likkel']","['Adèle Exarchopoulos', 'Leah Lewis', 'Vincent Lacoste']","3,5","3,9",à partir de 6 ans (children's film),U.S.A.,The Walt Disney Company France,103446,['Box Office France'],"['21 au 28 juin 2023', '28 juin au 5 juillet 2023']",426 818,537 921
Knights Of The Zodiac,24 mai 2023,"['Aventure', 'Action', 'Fantastique']",1h 52min,Tomasz Baginski,"['Kiel Murray', 'Josh Campbell']","[' Mackenyu', 'Famke Janssen', 'Sean Bean']","1,5","1,6",,Japon,Sony Pictures Releasing France,69606,['Box Office France'],"['24 au 31 mai 2023', '31 mai au 7 juin 2023']",41 841,12 800
