title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_date,box_office_first_week,box_office_second_week,press_eval,viewers_eval,views
Minari,23 juin 2021,Drame,1h 56min,Lee Isaac Chung,Lee Isaac Chung,"Steven Yeun, Ye-Ri Han, Alan S. Kim",None,U.S.A.,ARP Sélection,Box Office France,"['23 au 30 juin 2021', '30 juin au 7 juillet 2021']",22 413,19 040,"3,9","3,6",223099
Ant-Man,14 juillet 2015,"Action, Science fiction",1h 57min,Peyton Reed,"Adam McKay, Paul Rudd","Paul Rudd, Evangeline Lilly, Corey Stoll",None,U.S.A.,The Walt Disney Company France,Box Office France,"['08 au 15 juillet 2015', '15 au 22 juillet 2015']",102 010,560 857,"3,3","3,7",1027906
Total Recall,15 août 2012,"Science fiction, Action, Aventure",2h 01min,Len Wiseman,"Kurt Wimmer, Mark Bomback","Colin Farrell, Kate Beckinsale, Jessica Biel",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['15 au 22 août 2012', '22 au 29 août 2012']",551 476,294 349,"1,9","2,8",2523443
News of The World,None,"Drame, Action, Aventure",1h 59min,Paul Greengrass,"Paul Greengrass, Luke Davies","Tom Hanks, Helena Zengel, Elizabeth Marvel",None,U.S.A.,10 nominations,Box Office US,"['25 au 28 décembre 2020', '01 au 4 janvier 2021']",2 400 000,1 690 000,"3,4","3,6",140440
Walter,20 mars 2019,Comédie,1h 35min,Varante Soudjian,"Thomas Pone, Varante Soudjian","Issaka Sawadogo, Alban Ivanov, Judith El Zein",None,France,SND,Box Office France,"['20 au 27 mars 2019', '27 mars au 3 avril 2019']",168 564,93 299,"2,1",--,568987
DC League Of Super-Pets,27 juillet 2022,"Animation, Fantastique, Aventure, Famille",1h 46min,Jared Stern,"Sam Levine, Jared Stern, John Whittington (V)","Dwayne Johnson, Kevin Hart, Muriel Robin",à partir de 6 ans (children's film),U.S.A.,Warner Bros. France,Box Office France,"['27 juillet au 3 août 2022', '03 au 10 août 2022']",333 361,222 730,"3,4","3,2",76646
Tenéis que venir a verla,4 janvier 2023,Comédie dramatique,1h 04min,Jonás Trueba,Jonás Trueba,"Itsaso Arana, Francesco Carril, Irene Escolar",None,Espagne,Arizona Distribution,Box Office France,"['04 au 11 janvier 2023', '11 au 18 janvier 2023']",7 112,3 369,"3,3","2,8",25968
Moonlight,1 février 2017,Drame,1h 51min,Barry Jenkins,Barry Jenkins,"Alex R. Hibbert, Ashton Sanders, Trevante Rhodes",None,U.S.A.,Mars Films,Box Office France,"['01 au 8 février 2017', '08 au 15 février 2017']",111 341,87 067,"4,2","3,9",813436
Beast,24 août 2022,"Thriller, Action, Drame",1h 33min,Baltasar Kormákur,Ryan Engle,"Idris Elba, Sharlto Copley, Iyana Halley","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Universal Pictures International France,Box Office France,"['24 au 31 août 2022', '31 août au 7 septembre 2022']",116 929,55 595,"2,7","2,4",128208
Die Another Day,20 novembre 2002,"Espionnage, Action, Thriller",2h 14min,Lee Tamahori,"Neal Purvis, Robert Wade","Pierce Brosnan, Halle Berry, Toby Stephens",None,U.S.A.,United International Pictures (UIP),Box Office France,"['20 au 27 novembre 2002', '27 novembre au 4 décembre 2002']",1 447 434,848 002,"3,7","3,0",66858
The Little Things,None,"Thriller, Drame, Policier",2h 08min,John Lee Hancock,John Lee Hancock,"Denzel Washington, Rami Malek, Jared Leto","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office US,"['29 janvier 2021 au 1 février 2021', '01 au 5 février 2021']",4 705 527,914 741,"3,1",--,141209
La Folle Histoire de Max et Léon,1 novembre 2016,"Comédie, Guerre",1h 38min,Jonathan Barré,"David Marsais, Grégoire Ludig","David Marsais, Grégoire Ludig, Alice Vial",None,France,StudioCanal,Box Office France,"['26 octobre au 2 novembre 2016', '02 au 9 novembre 2016']",102 223,438 714,"3,2","3,5",1237331
"Connasse, Princesse des coeurs",29 avril 2015,Comédie,1h 22min,Eloïse Lang,"Noémie Saglio, Noémie Saglio, Eloïse Lang","Camille Cottin, Cécile Boland",None,France,Gaumont Distribution,Box Office France,"['22 au 29 avril 2015', '29 avril au 6 mai 2015']",7 912,509 815,"3,3","2,7",1367666
Star Wars : Episode I - La Menace fantôme,13 octobre 1999,"Science fiction, Aventure, Fantastique",2h 13min,George Lucas,George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman",à partir de 8 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,"['08 au 15 février 2012', '15 au 22 février 2012']",296 406,171 615,"3,1","3,8",1048088
The Good Shepherd,4 juillet 2007,"Thriller, Biopic, Drame, Espionnage, Historique",2h 47min,Robert De Niro,Eric Roth,"Matt Damon, Angelina Jolie, Robert De Niro",None,U.S.A.,StudioCanal,Box Office France,"['04 au 11 juillet 2007', '11 au 18 juillet 2007']",165 113,88 234,"3,9","3,1",305784
Suzanne,18 décembre 2013,Drame,1h 34min,Katell Quillévéré,"Katell Quillévéré, Mariette Désert","Sara Forestier, François Damiens, Adèle Haenel",None,France,Mars Films,Box Office France,"['18 au 25 décembre 2013', '25 décembre 2013 au 1 janvier 2014']",95 099,79 303,"4,1","3,6",508579
La Vraie famille,16 février 2022,Drame,1h 42min,Fabien Gorgeart,Fabien Gorgeart,"Mélanie Thierry, Lyes Salem, Félix Moati",None,France,Le Pacte,Box Office France,"['16 au 23 février 2022', '23 février au 2 mars 2022']",61 129,27 270,"3,6","4,1",165230
Godzilla,14 mai 2014,"Science fiction, Action, Aventure",2h 03min,Gareth Edwards (V),"David S. Goyer, Max Borenstein","Aaron Taylor-Johnson, Bryan Cranston, Ken Watanabe","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Warner Bros. France,Box Office France,"['14 au 21 mai 2014', '21 au 28 mai 2014']",720 996,282 365,"3,5","2,8",949479
Frozen,20 novembre 2013,"Animation, Aventure, Fantastique, Comédie musicale",1h 42min,Chris Buck,"Jennifer Lee, Jennifer Lee, Shane Morris","Emmylou Homs, Kristen Bell, Anaïs Delva",à partir de 6 ans (children's film),U.S.A.,The Walt Disney Company France,Box Office France,"['13 au 20 novembre 2013', '20 au 27 novembre 2013']",2 500,29 213,"3,5","3,9",1287996
Capharnaüm,17 octobre 2018,Drame,2h 00min,Nadine Labaki,"Nadine Labaki, Jihad Hojeily","Zain Al Rafeea, Cedra Izam, Nadine Labaki",None,Liban,Gaumont Distribution,Box Office France,"['17 au 24 octobre 2018', '24 au 31 octobre 2018']",108 057,85 806,"3,0","4,3",602511
Point Break,3 février 2016,Action,1h 53min,Ericson Core,Kurt Wimmer,"Édgar Ramírez, Luke Bracey, Ray Winstone",None,U.S.A.,SND,Box Office France,"['03 au 10 février 2016', '10 au 17 février 2016']",262 725,159 413,"2,0","2,3",963924
Mon héroïne,14 décembre 2022,Comédie,1h 48min,Noémie Lefort,"Noémie Lefort, Fadette Drouard","Chloé Jouannet, Pascale Arbillot, Louise Coldefy",None,France,Universal Pictures International France,Box Office France,"['14 au 21 décembre 2022', '21 au 28 décembre 2022']",59 453,27 967,"3,1","3,1",186614
Iznogoud,9 février 2005,Comédie,1h 35min,Patrick Braoudé,Patrick Braoudé,"Michaël Youn, Jacques Villeret, Arno Chevrier",à partir de 8 ans (children's film),France,TFM Distribution,Box Office France,"['09 au 16 février 2005', '16 au 23 février 2005']",1 116 637,758 872,"2,8","1,1",591049
Mr. Nobody,13 janvier 2010,"Fantastique, Science fiction, Drame",2h 21min,Jaco van Dormael,Jaco van Dormael,"Jared Leto, Sarah Polley, Diane Kruger",None,France,Pathé,Box Office France,"['13 au 20 janvier 2010', '20 au 27 janvier 2010']",81 237,39 640,"2,8","3,9",673337
Teenage Mutant Ninja Turtles,15 octobre 2014,"Action, Aventure",1h 42min,Jonathan Liebesman,"Josh Appelbaum, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner",None,U.S.A.,Paramount Pictures France,Box Office France,"['08 au 15 octobre 2014', '15 au 22 octobre 2014']",43 742,635 716,"2,2","2,7",591525
Oblivion,10 avril 2013,"Action, Science fiction",2h 06min,Joseph Kosinski,"Joseph Kosinski, Karl Gajdusek","Tom Cruise, Olga Kurylenko, Morgan Freeman",None,U.S.A.,Universal Pictures International France,Box Office France,"['10 au 17 avril 2013', '17 au 24 avril 2013']",598 132,355 402,"2,9","3,6",1017929
Les Âmes sœurs,12 avril 2023,Drame,1h 40min,André Téchiné,"André Téchiné, Cédric Anger","Benjamin Voisin, Noémie Merlant, Audrey Dana",None,France,Ad Vitam,Box Office France,"['12 au 19 avril 2023', '19 au 26 avril 2023']",35 572,19 473,"3,6","2,9",165558
Antlers,17 novembre 2021,"Epouvante-horreur, Thriller",1h 39min,Scott Cooper,"Nick Antosca, Henry Chaisson","Keri Russell, Jesse Plemons, Jeremy T. Thomas",Interdit aux moins de 12 ans avec avertissement,U.S.A.,The Walt Disney Company France,Box Office France,"['17 au 24 novembre 2021', '24 novembre au 1 décembre 2021']",75 483,27 960,"2,7","2,4",89544
Planet of the Apes,22 août 2001,Science fiction,2h 00min,Tim Burton,"William Broyles Jr., Lawrence Konner","Mark Wahlberg, Tim Roth, Helena Bonham Carter",None,U.S.A.,UFD,Box Office France,"['22 au 29 août 2001', '29 août au 5 septembre 2001']",1 728 196,1 009 871,"3,2","2,9",1832807
Evil Dead,1 mai 2013,Epouvante-horreur,1h 30min,Fede Alvarez,"Fede Alvarez, Rodolfo Sayagues","Jane Levy, Shiloh Fernandez, Lou Taylor Pucci",Interdit aux moins de 16 ans,U.S.A.,Metropolitan FilmExport,Box Office France,"['01 au 8 mai 2013', '08 au 15 mai 2013']",170 913,104 873,"3,1","3,3",1019146
La Brigade,23 mars 2022,Comédie,1h 37min,Louis-Julien Petit,"Louis-Julien Petit, Liza Benguigui","Audrey Lamy, François Cluzet, Chantal Neuwirth",None,France,Apollo Films,Box Office France,"['23 au 30 mars 2022', '30 mars au 6 avril 2022']",145 097,123 366,"3,0","3,5",79460
Still Alice,18 mars 2015,Drame,1h 39min,Richard Glatzer,"Wash Westmoreland, Richard Glatzer, Wash Westmoreland","Julianne Moore, Kristen Stewart, Kate Bosworth",None,U.S.A.,Sony Pictures Releasing France,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",69 834,31 413,"3,2","4,0",349005
Lunana: A Yak in the Classroom,11 mai 2022,"Aventure, Drame, Famille",1h 49min,Pawo Choyning Dorji,Pawo Choyning Dorji,"Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung",None,Bhoutan,ARP Sélection,Box Office France,"['11 au 18 mai 2022', '18 au 25 mai 2022']",15 192,12 591,"3,5","4,2",130886
King Kong,None,"Fantastique, Aventure",3h 00min,Peter Jackson,"Peter Jackson, Fran Walsh","Naomi Watts, Jack Black, Adrien Brody",None,U.S.A.,United International Pictures (UIP),Box Office France,"['14 au 21 décembre 2005', '21 au 28 décembre 2005']",1 441 705,849 125,"4,0","3,9",641795
Jacky au Royaume des Filles,29 janvier 2014,Comédie,1h 34min,Riad Sattouf,Riad Sattouf,"Vincent Lacoste, Charlotte Gainsbourg, Michel Hazanavicius",None,France,Pathé,Box Office France,"['29 janvier au 5 février 2014', '05 au 12 février 2014']",78 636,25 244,"2,7","2,3",829704
The First Purge,4 juillet 2018,"Thriller, Epouvante-horreur",1h 38min,Gerard McMurray,James DeMonaco,"Y'lan Noel, Lex Scott Davis, Joivan Wade",Interdit aux moins de 12 ans,U.S.A.,Universal Pictures International France,Box Office France,"['04 au 11 juillet 2018', '11 au 18 juillet 2018']",408 706,171 212,"2,6","2,4",228933
American Ultra,19 août 2015,"Action, Comédie",1h 36min,Nima Nourizadeh,Max Landis,"Jesse Eisenberg, Kristen Stewart, Topher Grace","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,"['19 au 26 août 2015', '26 août au 2 septembre 2015']",162 311,99 535,"2,9","2,9",351756
Marry Me,9 février 2022,"Comédie, Romance",1h 52min,Kat Coiro,"John Rogers (II), Tami Sagher","Jennifer Lopez, Owen Wilson, John Bradley (II)",None,U.S.A.,Universal Pictures International France,Box Office France,"['09 au 16 février 2022', '16 au 23 février 2022']",64 399,26 639,"2,6","2,8",134409
Till,8 février 2023,"Biopic, Drame",2h 10min,Chinonye Chukwu,"Michael Reilly, Chinonye Chukwu","Danielle Deadwyler, Jalyn Hall, Whoopi Goldberg",None,U.S.A.,Universal Pictures International France,Box Office France,"['08 au 15 février 2023', '15 au 22 février 2023']",31 818,14 355,"3,1","3,8",144703
Big Eyes,18 mars 2015,"Biopic, Comédie, Drame",1h 47min,Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston",None,U.S.A.,StudioCanal,Box Office France,"['18 au 25 mars 2015', '25 mars au 1 avril 2015']",221 977,98 811,"3,2","3,7",608306
The Cakemaker,6 juin 2018,Drame,1h 45min,Ofir Raul Graizer,Ofir Raul Graizer,"Tim Kalkhof, Sarah Adler, Roy Miller",None,Allemagne,Damned Distribution,Box Office France,"['06 au 13 juin 2018', '13 au 20 juin 2018']",8 188,5 262,"3,2","4,1",119383
Déjà Vu,13 décembre 2006,"Policier, Science fiction, Action",2h 10min,Tony Scott,"Terry Rossio, Bill Marsilli","Denzel Washington, Jim Caviezel, Paula Patton",None,U.S.A.,Buena Vista International,Box Office France,"['13 au 20 décembre 2006', '20 au 27 décembre 2006']",261 617,144 430,"2,8","3,5",576628
Matthias et Maxime,16 octobre 2019,Drame,2h 01min,Xavier Dolan,Xavier Dolan,"Gabriel D'Almeida Freitas, Xavier Dolan, Pier-Luc Funk",None,Canada,Diaphana Distribution,Box Office France,"['16 au 23 octobre 2019', '23 au 30 octobre 2019']",87 310,42 327,"3,3","3,5",293981
Le Brio,22 novembre 2017,"Comédie, Drame",1h 37min,Yvan Attal,"Yaël Langmann, Victor Saint Macary","Camélia Jordana, Daniel Auteuil, Yasin Houicha",None,France,Pathé,Box Office France,"['22 au 29 novembre 2017', '29 novembre au 6 décembre 2017']",412 414,273 598,"3,5","3,8",651561
Si on chantait,3 novembre 2021,Comédie,1h 35min,Fabrice Maruca,"Fabrice Maruca, Isabelle Lazard","Jeremy Lopez, Alice Pol,  Artus",None,France,SND,Box Office France,"['03 au 10 novembre 2021', '10 au 17 novembre 2021']",118 824,62 230,"3,1","3,2",154926
"Va, vis et deviens",30 mars 2005,Drame,2h 20min,Radu Mihaileanu,"Alain-Michel Blanc, Radu Mihaileanu","Yaël Abecassis, Roschdy Zem, Moshe Agazai",None,France,Les Films du Losange,Box Office France,"['30 mars au 6 avril 2005', '06 au 13 avril 2005']",67 555,77 474,"4,0","4,0",173002
Transformers: Revenge of the Fallen,24 juin 2009,"Action, Aventure, Science fiction, Thriller",2h 31min,Michael Bay,"Ehren Kruger, Roberto Orci","Shia LaBeouf, Megan Fox, Josh Duhamel",à partir de 10 ans (children's film),U.S.A.,Paramount Pictures France,Box Office France,"['24 juin au 1 juillet 2009', '01 au 8 juillet 2009']",1 124 510,572 339,"2,2","2,7",1260154
Homefront,8 janvier 2014,"Action, Thriller",1h 40min,Gary Fleder,Sylvester Stallone,"Jason Statham, James Franco, Winona Ryder",None,U.S.A.,Wild Bunch Distribution,Box Office France,"['08 au 15 janvier 2014', '15 au 22 janvier 2014']",218 906,166 799,"2,5","3,6",873616
La Grande Bellezza,22 mai 2013,"Comédie, Drame",2h 21min,Paolo Sorrentino,"Paolo Sorrentino, Umberto Contarello","Toni Servillo, Carlo Verdone, Sabrina Ferilli",None,Italie,Pathé,Box Office France,"['22 au 29 mai 2013', '29 mai au 5 juin 2013']",47 900,36 314,"3,4","4,0",581011
Training Day,7 novembre 2001,"Policier, Thriller, Drame",2h 01min,Antoine Fuqua,David Ayer,"Denzel Washington, Ethan Hawke, Tom Berenger",Interdit aux moins de 12 ans,U.S.A.,Warner Bros. France,Box Office France,"['07 au 14 novembre 2001', '14 au 21 novembre 2001']",245 701,161 690,"3,1","3,9",80973
Les Misérables,13 février 2013,"Drame, Musical",2h 38min,Tom Hooper,Bill Nicholson,"Hugh Jackman, Russell Crowe, Anne Hathaway",None,Grande-Bretagne,Universal Pictures International France,Box Office France,"['13 au 20 février 2013', '20 au 27 février 2013']",127 909,61 999,"2,3","3,1",939816
Jeune & Jolie,21 août 2013,Drame,1h 34min,François Ozon,François Ozon,"Marine Vacth, Géraldine Pailhas, Frédéric Pierrot",Interdit aux moins de 12 ans,France,Mars Films,Box Office France,"['21 au 28 août 2013', '28 août au 4 septembre 2013']",279 414,161 055,"3,7","3,3",1459608
Lilo & Stitch,22 juin 2002,"Animation, Aventure, Comédie, Famille, Science fiction",1h 25min,Dean DeBlois,"Chris Sanders, Chris Sanders, Dean DeBlois","Daveigh Chase, Chris Sanders, Tia Carrere",à partir de 6 ans (children's film),U.S.A.,1 nomination,Box Office France,"['19 au 26 juin 2002', '26 juin au 3 juillet 2002']",304 060,220 775,"3,7","3,7",29859
The Hours,19 mars 2003,"Drame, Romance",1h 54min,Stephen Daldry,David Hare,"Nicole Kidman, Julianne Moore, Meryl Streep",None,U.S.A.,TFM Distribution,Box Office France,"['19 au 26 mars 2003', '26 mars au 2 avril 2003']",190 274,175 979,"3,6","3,7",68482
À fond,21 décembre 2016,"Comédie, Action",1h 31min,Nicolas Benamou,"Frédéric Jardin, Fabrice Roger-Lacan","José Garcia, André Dussollier, Caroline Vigneaux",None,France,Wild Bunch Distribution,Box Office France,"['21 au 28 décembre 2016', '28 décembre 2016 au 4 janvier 2017']",386 345,282 206,"2,9","2,4",744732
Silence,8 février 2017,"Drame, Historique",2h 42min,Martin Scorsese,"Martin Scorsese, Jay Cocks","Andrew Garfield, Adam Driver, Liam Neeson","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Metropolitan FilmExport,Box Office France,"['08 au 15 février 2017', '15 au 22 février 2017']",163 009,87 762,"3,8","3,6",910358
"4 luni, 3 saptamâni si 2 zile",29 août 2007,Drame,1h 53min,Cristian Mungiu,Cristian Mungiu,"Anamaria Marinca, Laura Vasiliu, Vlad Ivanov","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Roumanie,Bac Films,Box Office France,"['29 août au 5 septembre 2007', '05 au 12 septembre 2007']",105 928,69 429,"4,4","3,7",175327
Fast Five,4 mai 2011,"Action, Thriller",2h 10min,Justin Lin,Chris Morgan,"Vin Diesel, Paul Walker, Dwayne Johnson",None,U.S.A.,Universal Pictures International France,Box Office France,"['04 au 11 mai 2011', '11 au 18 mai 2011']",1 179 765,666 459,"3,3","3,6",2481713
Un beau matin,5 octobre 2022,"Drame, Romance",1h 54min,Mia Hansen-Løve,Mia Hansen-Løve,"Léa Seydoux, Pascal Greggory, Melvil Poupaud",None,France,Les Films du Losange,Box Office France,"['05 au 12 octobre 2022', '12 au 19 octobre 2022']",35 039,19 012,"3,7","3,4",121581
Marley & Me,4 mars 2009,Comédie,1h 40min,David Frankel,"Don Roos, Scott Frank","Owen Wilson, Jennifer Aniston, Eric Dane",à partir de 10 ans (children's film),U.S.A.,Twentieth Century Fox France,Box Office France,"['04 au 11 mars 2009', '11 au 18 mars 2009']",357 977,183 238,"2,6","3,1",453683
The Fate of the Furious,12 avril 2017,"Action, Thriller",2h 16min,F. Gary Gray,Chris Morgan,"Vin Diesel, Dwayne Johnson, Jason Statham",None,U.S.A.,Universal Pictures International France,Box Office France,"['12 au 19 avril 2017', '19 au 26 avril 2017']",1 861 108,864 108,"3,1","3,6",771171
Koe no katachi,22 août 2018,"Animation, Drame, Romance",2h 09min,Naoko Yamada,Reiko Yoshida,"Miyu Irino, Saori Hayami, Aoi Yūki",None,Japon,Art House,Box Office France,"['22 au 29 août 2018', '29 août au 5 septembre 2018']",33 202,24 288,"3,7","4,3",286475
Turist,28 janvier 2015,"Drame, Comédie",1h 58min,Ruben Östlund,Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren",None,Suède,Bac Films / DistriB Films,Box Office France,"['21 au 28 janvier 2015', '28 janvier au 4 février 2015']",842,55 557,"3,5","3,3",358958
Torpédo,21 mars 2012,Comédie,1h 29min,Matthieu Donck,Matthieu Donck,"François Damiens, Audrey Dana, Cédric Constantin",None,France,Bac Films,Box Office France,"['21 au 28 mars 2012', '28 mars au 4 avril 2012']",12 319,1 903,"3,1","3,2",526353
Walk the Line,15 février 2006,"Drame, Biopic, Musical, Romance",2h 17min,James Mangold,"James Mangold, Gill Dennis","Joaquin Phoenix, Reese Witherspoon, Robert Patrick",None,U.S.A.,Twentieth Century Fox France,Box Office France,"['15 au 22 février 2006', '22 février au 1 mars 2006']",126 403,55 780,"3,8","4,0",278840
Harry Potter and the Goblet of Fire,30 novembre 2005,Fantastique,2h 35min,Mike Newell,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint",à partir de 10 ans (children's film),U.S.A.,Warner Bros. France,Box Office France,"['30 novembre au 7 décembre 2005', '07 au 14 décembre 2005']",3 088 796,1 541 271,"4,0","3,9",3523938
Un Triomphe,1 septembre 2021,Comédie,1h 47min,Emmanuel Courcol,"Emmanuel Courcol, Thierry de Carbonnières","Kad Merad, David Ayala, Lamine Cissokho",None,France,Memento Distribution,Box Office France,"['01 au 8 septembre 2021', '08 au 15 septembre 2021']",143 968,75 286,"3,8","3,9",208583
World War Z,3 juillet 2013,"Science fiction, Action, Fantastique",1h 56min,Marc Forster,"Matthew Michael Carnahan, J. Michael Straczynski","Brad Pitt, Mireille Enos, Elyes Gabel",Interdit aux moins de 12 ans,U.S.A.,Paramount Pictures France,Box Office France,"['03 au 10 juillet 2013', '10 au 17 juillet 2013']",1 212 285,451 735,"2,9","3,5",2558980
